course_id,subject_area,course_title,avg_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,dfw_rate,total_letter_grades,total_all_grades,total_dfw,total_A,total_B,total_C,total_D,total_F
CH ENGR 108A,CH ENGR,Process Economics and Analysis,3.85,90.08,8.56,0.78,0.39,0.19,0.58,514,514,3,463,44,4,2,1
CH ENGR 108B,CH ENGR,Chemical Process Computer-Aided Design and Analysis,3.829,87.91,10.53,1.56,0.0,0.0,0.0,513,513,0,451,54,8,0,0
CH ENGR 109,CH ENGR,Numerical and Mathematical Methods in Chemical and Biological Engineering,3.576,67.36,28.47,3.47,0.35,0.35,0.69,288,288,2,194,82,10,1,1
CH ENGR 194,CH ENGR,Research Group Seminars: Chemical Engineering,4.0,100.0,0.0,0.0,0.0,0.0,0.0,38,38,0,38,0,0,0,0
CH ENGR 200,CH ENGR,Advanced Engineering Thermodynamics  ,3.889,90.43,9.57,0.0,0.0,0.0,0.0,115,118,0,104,11,0,0,0
CH ENGR 210,CH ENGR,Advanced Chemical Reaction Engineering  ,3.621,60.38,39.62,0.0,0.0,0.0,0.0,106,106,0,64,42,0,0,0
CH ENGR 220,CH ENGR,Advanced Mass Transfer  ,3.538,66.67,29.06,2.56,0.0,1.71,1.71,117,117,2,78,34,3,0,2
CH ENGR 259,CH ENGR,Theory of Applied Mathematics for Chemical Engineers,3.99,98.55,1.45,0.0,0.0,0.0,0.0,69,69,0,68,1,0,0,0
CH ENGR 260,CH ENGR,Non-Newtonian Fluid Mechanics,3.729,80.65,19.35,0.0,0.0,0.0,0.0,31,31,0,25,6,0,0,0
CH ENGR 45,CH ENGR,Biomolecular Engineering Fundamentals,3.137,32.92,52.5,11.46,2.08,1.04,3.12,480,480,15,158,252,55,10,5
CH ENGR C112,CH ENGR,Polymer Processes,3.759,78.57,21.43,0.0,0.0,0.0,0.0,56,56,0,44,12,0,0,0
CH ENGR C115,CH ENGR,Biochemical Reaction Engineering,3.678,71.9,26.45,1.65,0.0,0.0,0.0,121,121,0,87,32,2,0,0
CH ENGR C116,CH ENGR,Surface and Interface Engineering,3.541,55.93,40.68,3.39,0.0,0.0,0.0,59,59,0,33,24,2,0,0
CH ENGR C125,CH ENGR,Bioseparations and Bioprocess Engineering,3.588,62.24,36.73,1.02,0.0,0.0,0.0,98,98,0,61,36,1,0,0
CH ENGR C128,CH ENGR,Hydrogen,3.964,95.74,4.26,0.0,0.0,0.0,0.0,94,94,0,90,4,0,0,0
CH ENGR C228,CH ENGR,Hydrogen,3.984,98.36,1.64,0.0,0.0,0.0,0.0,61,62,0,60,1,0,0,0
CH ENGR CM145,CH ENGR,Molecular Biotechnology for Engineers,3.607,63.46,34.62,1.92,0.0,0.0,0.0,104,104,0,66,36,2,0,0
CH ENGR CM214,CH ENGR,Electrochemical Processes,3.753,77.59,20.69,1.72,0.0,0.0,0.0,58,58,0,45,12,1,0,0
CHEM 101,CHEM,Catalysis in Modern Drug Discovery,3.686,72.37,27.26,0.0,0.0,0.38,0.37,532,535,2,385,145,0,0,2
CHEM 103,CHEM,Environmental Chemistry  ,3.499,65.76,23.91,8.15,1.63,0.54,2.13,184,188,4,121,44,15,3,1
CHEM 110A,CHEM,Physical Chemistry: Chemical Thermodynamics,3.281,52.36,30.8,13.15,1.38,2.31,3.85,867,884,34,454,267,114,12,20
CHEM 110B,CHEM,Topics in Physical Chemistry,3.214,42.79,40.61,12.66,2.18,1.75,3.9,229,231,9,98,93,29,5,4
CHEM 113A,CHEM,Physical Chemistry: Introduction to Quantum Mechanics,3.424,59.5,27.1,11.84,0.93,0.62,1.53,321,326,5,191,87,38,3,2
CHEM 114,CHEM,Physical Chemistry Laboratory,3.452,58.38,33.51,5.41,0.54,2.16,2.69,185,186,5,108,62,10,1,4
CHEM 136,CHEM,Organic Structural Methods  ,3.909,94.22,5.78,0.0,0.0,0.0,0.0,173,173,0,163,10,0,0,0
CHEM 144,CHEM,Practical and Theoretical Introductory Organic Synthesis  ,3.339,56.14,28.95,10.53,0.88,3.51,4.39,114,114,5,64,33,12,1,4
CHEM 14A,CHEM,General Chemistry for Life Scientists I,3.231,51.48,28.9,15.76,2.15,1.71,3.96,6599,6659,264,3397,1907,1040,142,113
CHEM 14AE,CHEM,General Chemistry for Life Scientists I--Enhanced,3.15,44.49,35.22,15.94,3.04,1.3,4.3,690,698,30,307,243,110,21,9
CHEM 14B,CHEM,General Chemistry for Life Scientists II,3.187,45.11,35.34,16.54,1.98,1.03,3.1,7207,7280,226,3251,2547,1192,143,74
CHEM 14BE,CHEM,General Chemistry for Life Scientists II--Enhanced,3.215,46.25,36.14,15.02,2.1,0.5,2.67,999,1013,27,462,361,150,21,5
CHEM 14BL,CHEM,General and Organic Chemistry Laboratory I,3.474,62.63,25.48,10.41,0.76,0.71,1.46,6024,6154,90,3773,1535,627,46,43
CHEM 14C,CHEM,Structure of Organic Molecules,3.4,59.26,27.02,11.25,2.02,0.45,2.69,7069,7127,192,4189,1910,795,143,32
CHEM 14CL,CHEM,General and Organic Chemistry Laboratory II,3.634,70.4,23.56,5.31,0.52,0.22,0.75,4071,4122,31,2866,959,216,21,9
CHEM 14D,CHEM,Organic Reactions and Pharmaceuticals,3.191,50.67,26.41,18.64,3.64,0.65,4.36,5392,5461,238,2732,1424,1005,196,35
CHEM 153A,CHEM,"Biochemistry: Introduction to Structure, Enzymes, and Metabolism",3.293,54.88,28.27,11.83,3.08,1.94,5.19,6795,6904,358,3729,1921,804,209,132
CHEM 153B,CHEM,"Biochemistry: DNA, RNA, and Protein Synthesis",3.347,55.43,30.79,9.87,2.25,1.66,3.91,1510,1533,60,837,465,149,34,25
CHEM 153C,CHEM,Biochemistry: Biosynthetic and Energy Metabolism and Its Regulation,3.332,56.65,26.11,12.51,3.35,1.38,5.2,1015,1039,54,575,265,127,34,14
CHEM 153L,CHEM,Biochemical Methods I,3.154,50.68,28.26,12.74,5.48,2.85,8.75,1405,1428,125,712,397,179,77,40
CHEM 154,CHEM,Biochemical Methods II,3.295,46.87,42.94,8.83,0.86,0.49,1.46,815,822,12,382,350,72,7,4
CHEM 156,CHEM,Physical Biochemistry  ,3.262,48.16,37.01,11.98,1.54,1.3,2.82,843,851,24,406,312,101,13,11
CHEM 17,CHEM,Chemical Principles,3.348,57.38,27.3,11.14,2.23,1.95,4.14,359,362,15,206,98,40,8,7
CHEM 171,CHEM,Intermediate Inorganic Chemistry,3.16,31.95,53.81,13.74,0.17,0.33,0.49,604,614,3,193,325,83,1,2
CHEM 184,CHEM,Chemical Instrumentation  ,3.314,41.28,52.29,5.5,0.0,0.92,0.88,109,113,1,45,57,6,0,1
CHEM 185,CHEM,Materials Chemistry Laboratory,3.629,70.63,27.27,2.1,0.0,0.0,0.0,143,143,0,101,39,3,0,0
CHEM 189,CHEM,Advanced Honors Seminars,3.944,97.6,2.4,0.0,0.0,0.0,0.0,167,170,0,163,4,0,0,0
CHEM 192F,CHEM,Methods and Application of Collaborative Learning Theory and Practice,3.976,98.71,0.65,0.37,0.18,0.09,0.27,1083,1093,3,1069,7,4,2,1
CHEM 20A,CHEM,Chemical Structure,3.535,70.22,19.68,7.65,0.76,1.69,2.57,3674,3735,96,2580,723,281,28,62
CHEM 20AH,CHEM,Chemical Structure (Honors),3.718,72.08,27.27,0.65,0.0,0.0,0.0,154,156,0,111,42,1,0,0
CHEM 20B,CHEM,Chemical Energetics and Change,3.249,51.66,29.42,13.97,2.77,2.18,5.01,2706,2754,138,1398,796,378,75,59
CHEM 20BH,CHEM,Chemical Energetics and Change (Honors),3.835,85.16,14.29,0.55,0.0,0.0,0.0,182,183,0,155,26,1,0,0
CHEM 20L,CHEM,General Chemistry Laboratory,3.475,58.13,32.61,8.56,0.52,0.17,0.76,2873,2883,22,1670,937,246,15,5
CHEM 228,CHEM,Chemical Physics Seminar  ,3.905,92.64,5.72,1.36,0.0,0.27,0.09,367,1143,1,340,21,5,0,1
CHEM 230A,CHEM,Methods of Structural Molecular Biology: X-ray Crystallography and Electron Microscopy,3.467,55.1,40.82,4.08,0.0,0.0,0.0,49,50,0,27,20,2,0,0
CHEM 236,CHEM,Spectroscopic Methods of Organic Chemistry  ,3.571,65.08,34.13,0.79,0.0,0.0,0.0,126,127,0,82,43,1,0,0
CHEM 241B,CHEM,Special Topics in Organic Chemistry,3.573,66.67,27.08,6.25,0.0,0.0,0.0,48,50,0,32,13,3,0,0
CHEM 244A,CHEM,Organic Synthesis: Methodology and Stereochemistry  ,3.519,58.18,41.82,0.0,0.0,0.0,0.0,110,113,0,64,46,0,0,0
CHEM 244B,CHEM,Strategy and Design in Organic Synthesis  ,3.743,80.36,17.86,1.79,0.0,0.0,0.0,56,58,0,45,10,1,0,0
CHEM 247,CHEM,Organic Colloquium,3.91,91.78,7.46,0.76,0.0,0.0,0.0,523,1246,0,480,39,4,0,0
CHEM 248,CHEM,Organic Chemistry Student Seminar,3.947,95.95,4.05,0.0,0.0,0.0,0.0,74,383,0,71,3,0,0,0
CHEM 257,CHEM,Physical Chemistry of Biological Macromolecules,3.634,82.14,14.29,0.0,0.0,3.57,3.28,56,61,2,46,8,0,0,2
CHEM 258,CHEM,Advanced Topics in Biochemistry and Molecular Biology,3.976,97.03,2.97,0.0,0.0,0.0,0.0,101,101,0,98,3,0,0,0
CHEM 263,CHEM,Seminars in Chemical Biology,3.831,84.62,13.85,1.54,0.0,0.0,0.0,65,134,0,55,9,1,0,0
CHEM 266,CHEM,Proteomics and Protein Mass Spectrometry,3.825,93.84,6.16,0.0,0.0,0.0,0.0,146,149,0,137,9,0,0,0
CHEM 268,CHEM,Biochemistry Research Seminar  ,3.937,95.49,3.1,1.13,0.0,0.28,0.21,355,471,1,339,11,4,0,1
CHEM 269A,CHEM,Protein Structure,3.955,99.13,0.87,0.0,0.0,0.0,0.0,115,115,0,114,1,0,0,0
CHEM 269B,CHEM,Biocatalysis and Bioenergetics,4.0,100.0,0.0,0.0,0.0,0.0,0.0,117,117,0,117,0,0,0,0
CHEM 269C,CHEM,Nucleic Acid Structure and Catalysis,3.962,97.09,2.91,0.0,0.0,0.0,0.0,103,103,0,100,3,0,0,0
CHEM 269D,CHEM,Mechanism and Regulation of Gene Expression,3.875,87.74,12.26,0.0,0.0,0.0,0.0,106,106,0,93,13,0,0,0
CHEM 269E,CHEM,"Biomolecular Structure, Catalysis, and Regulation",3.885,91.96,8.04,0.0,0.0,0.0,0.0,112,112,0,103,9,0,0,0
CHEM 278,CHEM,Inorganic Chemistry Student Seminar  ,3.924,94.89,4.5,0.3,0.0,0.3,0.14,333,703,1,316,15,1,0,1
CHEM 285,CHEM,Materials Chemistry Laboratory,3.478,53.93,44.94,1.12,0.0,0.0,0.0,89,92,0,48,40,1,0,0
CHEM 3,CHEM,Material World,3.827,86.73,12.39,0.88,0.0,0.0,0.0,113,116,0,98,14,1,0,0
CHEM 30A,CHEM,Organic Chemistry I: Structure and Reactivity,2.963,37.7,33.81,18.62,8.15,1.72,10.22,1337,1360,139,504,452,249,109,23
CHEM 30AL,CHEM,General Chemistry Laboratory II,3.62,65.24,31.53,3.09,0.0,0.15,0.15,1329,1347,2,867,419,41,0,2
CHEM 30B,CHEM,"Organic Chemistry II: Reactivity, Synthesis, and Spectroscopy",3.21,52.04,27.64,14.33,4.92,1.06,6.53,1787,1821,119,930,494,256,88,19
CHEM 30BL,CHEM,Organic Chemistry Laboratory I,3.676,74.66,22.59,2.12,0.11,0.53,0.62,943,961,6,704,213,20,1,5
CHEM 30C,CHEM,"Organic Chemistry III: Reactivity, Synthesis, and Biomolecules",2.899,36.94,31.53,21.11,7.21,3.22,10.64,777,780,83,287,245,164,56,25
CHEM 30CL,CHEM,Organic Chemistry Laboratory II,3.736,80.11,19.35,0.54,0.0,0.0,0.0,186,186,0,149,36,1,0,0
CHEM 599,CHEM,Research for and Preparation of PhD Dissertation,3.976,97.62,2.38,0.0,0.0,0.0,0.0,84,166,0,82,2,0,0,0
CHEM 88A,CHEM,Lower-Division Seminar: Serendipity in Science,3.6,59.02,40.98,0.0,0.0,0.0,0.0,61,61,0,36,25,0,0,0
CHEM 89,CHEM,Honors Seminars,3.994,100.0,0.0,0.0,0.0,0.0,0.0,51,51,0,51,0,0,0,0
CHEM 96,CHEM,Special Courses in Chemistry  ,3.575,59.02,40.98,0.0,0.0,0.0,0.0,61,61,0,36,25,0,0,0
CHEM C105,CHEM,Introduction to Chemistry of Biology,3.104,43.75,36.61,13.39,0.89,5.36,6.09,112,115,7,49,41,15,1,6
CHEM C126A,CHEM,Computational Methods for Chemists,3.669,83.33,8.33,5.56,0.0,2.78,2.78,36,36,1,30,3,2,0,1
CHEM C132A,CHEM,Core Principles in Cell and Molecular Biology,3.96,97.5,2.5,0.0,0.0,0.0,0.0,40,40,0,39,1,0,0,0
CHEM C138,CHEM,Natural Product Biosynthesis: Chemical Logic and Enzymatic Machinery,3.712,80.95,14.29,4.76,0.0,0.0,0.0,42,42,0,34,6,2,0,0
CHEM C150,CHEM,Research Methods and Integrity in Cellular and Molecular Biology,3.942,97.8,1.1,0.0,0.0,1.1,1.1,91,91,1,89,1,0,0,1
CHEM C159,CHEM,Mechanisms of Gene Regulation,3.502,65.57,24.59,8.2,1.64,0.0,1.56,61,64,1,40,15,5,1,0
CHEM C164,CHEM,Free Radicals in Biology and Medicine,3.972,97.22,2.78,0.0,0.0,0.0,0.0,72,75,0,70,2,0,0,0
CHEM C165,CHEM,Metabolic Control by Protein Modification,3.693,76.79,16.07,5.36,0.0,1.79,1.79,56,56,1,43,9,3,0,1
CHEM C172,CHEM,Advanced Inorganic Chemistry,3.364,52.19,37.85,6.37,2.39,1.2,3.54,251,254,9,131,95,16,6,3
CHEM C180,CHEM,Solid-State Chemistry,3.607,63.36,35.11,1.53,0.0,0.0,0.0,131,132,0,83,46,2,0,0
CHEM C207,CHEM,Organometallic Chemistry,3.684,63.51,36.49,0.0,0.0,0.0,0.0,74,76,0,47,27,0,0,0
CHEM C215A,CHEM,Quantum Chemistry: Methods,3.558,59.09,39.39,1.52,0.0,0.0,0.0,66,69,0,39,26,1,0,0
CHEM C223A,CHEM,Classical and Statistical Thermodynamics  ,3.53,56.18,42.7,1.12,0.0,0.0,0.0,89,93,0,50,38,1,0,0
CHEM C223B,CHEM,Classical and Statistical Thermodynamics  ,3.548,57.58,42.42,0.0,0.0,0.0,0.0,33,33,0,19,14,0,0,0
CHEM C226A,CHEM,Computational Methods for Chemists,3.8,86.11,11.11,2.78,0.0,0.0,0.0,36,36,0,31,4,1,0,0
CHEM C232A,CHEM,Core Principles in Cell and Molecular Biology,3.979,98.39,1.61,0.0,0.0,0.0,0.0,62,62,0,61,1,0,0,0
CHEM C243A,CHEM,Structure and Mechanism in Organic Chemistry,3.59,60.5,39.5,0.0,0.0,0.0,0.0,119,119,0,72,47,0,0,0
CHEM C243B,CHEM,Organic Chemistry: Mechanism and Structure,3.519,55.84,44.16,0.0,0.0,0.0,0.0,77,81,0,43,34,0,0,0
CHEM C273,CHEM,Electrochemical Systems,3.661,72.55,27.45,0.0,0.0,0.0,0.0,102,104,0,74,28,0,0,0
CHEM C276A,CHEM,Group Theory and Applications to Inorganic Chemistry,3.665,69.09,27.27,3.64,0.0,0.0,0.0,55,59,0,38,15,2,0,0
CHEM C280,CHEM,Solid-State Chemistry,3.528,51.88,48.12,0.0,0.0,0.0,0.0,133,135,0,69,64,0,0,0
CHEM CM205A,CHEM,Introduction to Chemistry of Biology,3.552,64.63,31.71,2.44,0.0,1.22,1.19,82,84,1,53,26,2,0,1
CHEM M157,CHEM,"Food: Molecules, Microbes, Environment",3.775,80.65,18.28,0.72,0.36,0.0,0.69,279,289,2,225,51,2,1,0
CHEM M192E,CHEM,Introduction to Collaborative Learning Theory and Practice,3.956,97.73,1.26,0.25,0.5,0.25,1.23,397,405,5,388,5,1,2,1
CHEM M230D,CHEM,Structural Molecular Biology Laboratory  ,4.0,100.0,0.0,0.0,0.0,0.0,0.0,44,46,0,44,0,0,0,0
CHIN 1,CHIN,Elementary Modern Chinese,3.805,89.16,7.47,2.41,0.48,0.48,1.32,415,454,6,370,31,10,2,2
CHIN 100A,CHIN,Advanced Modern Chinese,3.827,89.02,9.76,1.22,0.0,0.0,0.0,82,86,0,73,8,1,0,0
CHIN 100B,CHIN,Advanced Modern Chinese,3.738,80.25,17.28,1.23,0.0,1.23,1.19,81,84,1,65,14,1,0,1
CHIN 100C,CHIN,Advanced Modern Chinese,3.862,90.14,8.45,1.41,0.0,0.0,0.0,71,76,0,64,6,1,0,0
CHIN 102A,CHIN,Advanced Chinese for International Business,3.836,85.71,14.29,0.0,0.0,0.0,0.0,42,42,0,36,6,0,0,0
CHIN 105A,CHIN,Advanced Chinese Rhetoric and Critical Thinking,3.818,88.64,11.36,0.0,0.0,0.0,0.0,44,44,0,39,5,0,0,0
CHIN 105B,CHIN,Advanced Chinese Rhetoric and Critical Thinking,3.779,87.5,10.42,2.08,0.0,0.0,0.0,48,48,0,42,5,1,0,0
CHIN 110A,CHIN,Introduction to Classical Chinese,3.905,93.04,6.09,0.0,0.87,0.0,0.85,115,117,1,107,7,0,1,0
CHIN 110B,CHIN,Introduction to Classical Chinese,3.912,95.65,3.26,0.0,1.09,0.0,1.09,92,92,1,88,3,0,1,0
CHIN 110C,CHIN,Introduction to Classical Chinese,3.746,81.48,14.81,1.85,0.0,1.85,1.75,54,57,1,44,8,1,0,1
CHIN 139,CHIN,Gardens in China,3.758,79.71,20.29,0.0,0.0,0.0,0.0,69,73,0,55,14,0,0,0
CHIN 180,CHIN,Chinese Mythology and Supernatural,3.601,72.27,21.85,3.36,0.0,2.52,3.2,119,125,4,86,26,4,0,3
CHIN 1A,CHIN,Elementary Modern Chinese for Advanced Beginners,3.627,78.35,16.49,2.06,0.0,3.09,3.97,97,126,5,76,16,2,0,3
CHIN 2,CHIN,Elementary Modern Chinese,3.757,85.79,10.59,3.36,0.26,0.0,0.95,387,423,4,332,41,13,1,0
CHIN 2A,CHIN,Elementary Modern Chinese for Advanced Beginners,3.681,76.36,20.0,3.64,0.0,0.0,0.69,110,144,1,84,22,4,0,0
CHIN 3,CHIN,Elementary Modern Chinese,3.706,81.54,15.43,2.2,0.55,0.28,1.42,363,424,6,296,56,8,2,1
CHIN 3A,CHIN,Elementary Modern Chinese for Advanced Beginners,3.571,69.57,22.61,6.96,0.0,0.87,0.61,115,164,1,80,26,8,0,1
CHIN 4,CHIN,Intermediate Modern Chinese,3.9,95.83,4.17,0.0,0.0,0.0,0.0,72,77,0,69,3,0,0,0
CHIN 40,CHIN,Popular Culture in Modern Chinese Societies,3.778,87.5,7.89,2.41,1.1,1.1,2.24,456,492,11,399,36,11,5,5
CHIN 5,CHIN,Intermediate Modern Chinese,3.884,93.51,6.49,0.0,0.0,0.0,0.0,77,79,0,72,5,0,0,0
CHIN 50,CHIN,Chinese Civilization,3.599,73.14,20.1,4.41,0.59,1.76,3.33,1020,1233,41,746,205,45,6,18
CHIN 6,CHIN,Intermediate Modern Chinese,3.849,89.04,10.96,0.0,0.0,0.0,0.0,73,77,0,65,8,0,0,0
CHIN 70,CHIN,Introduction to Traditional Chinese Literature,3.678,74.07,23.15,2.31,0.46,0.0,0.81,216,247,2,160,50,5,1,0
CHIN C120,CHIN,Introduction to Chinese Linguistics,3.114,45.95,29.73,18.92,5.41,0.0,5.41,37,37,2,17,11,7,2,0
CHIN C138,CHIN,Travel Writing in Premodern China,3.909,93.94,3.03,3.03,0.0,0.0,2.94,33,34,1,31,1,1,0,0
CHIN C150B,CHIN,Chinese Literature in Translation: Traditional Narrative and Fiction,3.823,85.71,12.5,1.79,0.0,0.0,0.0,56,56,0,48,7,1,0,0
CHIN C156,CHIN,Variable Topics in Culture and Society in Taiwan,3.42,43.33,53.33,3.33,0.0,0.0,0.0,30,30,0,13,16,1,0,0
CHIN C175,CHIN,Introduction to Chinese Thought,3.481,71.88,15.62,6.25,3.12,3.12,7.46,64,67,5,46,10,4,2,2
CHIN M60,CHIN,Introduction to Chinese Religions,3.787,91.04,3.98,1.99,1.0,1.99,3.23,201,217,7,183,8,4,2,4
CLASSIC 10,CLASSIC,Discovering Greeks,3.826,88.29,9.37,1.45,0.57,0.32,1.25,1238,1283,16,1093,116,18,7,4
CLASSIC 130,CLASSIC,"Race, Ethnicity, Identity in Greco-Roman World",3.742,85.42,12.5,0.0,0.0,2.08,3.0,96,100,3,82,12,0,0,2
CLASSIC 142,CLASSIC,Ancient Epic  ,3.748,89.39,7.58,0.0,0.0,3.03,2.94,66,68,2,59,5,0,0,2
CLASSIC 144,CLASSIC,Topical Studies in Ancient Culture,3.702,82.11,12.2,3.25,1.63,0.81,2.36,123,127,3,101,15,4,2,1
CLASSIC 150A,CLASSIC,Female in Greek Literature and Culture,3.681,90.32,3.23,0.0,0.0,6.45,6.25,31,32,2,28,1,0,0,2
CLASSIC 152A,CLASSIC,Ancient City: Greek World,3.827,85.0,15.0,0.0,0.0,0.0,0.0,40,41,0,34,6,0,0,0
CLASSIC 152B,CLASSIC,Ancient City: Roman World,3.878,90.62,9.38,0.0,0.0,0.0,0.0,32,32,0,29,3,0,0,0
CLASSIC 162,CLASSIC,Reception of Ancient Myth,3.679,79.07,18.6,0.0,0.0,2.33,2.17,43,46,1,34,8,0,0,1
CLASSIC 163,CLASSIC,Ovid and Consequences,3.687,76.67,23.33,0.0,0.0,0.0,0.0,30,34,0,23,7,0,0,0
CLASSIC 165,CLASSIC,Ancient Athletics  ,3.686,78.95,17.11,2.63,1.32,0.0,1.25,76,80,1,60,13,2,1,0
CLASSIC 166A,CLASSIC,Greek Religion,3.666,81.82,13.64,2.27,0.0,2.27,2.13,44,47,1,36,6,1,0,1
CLASSIC 171,CLASSIC,Black Classicism: African American Receptions of Classical Antiquity,3.677,72.73,25.0,2.27,0.0,0.0,0.0,44,46,0,32,11,1,0,0
CLASSIC 185,CLASSIC,Origins and Nature of English Vocabulary,3.279,62.5,20.83,9.17,0.83,6.67,8.51,120,141,12,75,25,11,1,8
CLASSIC 191,CLASSIC,Capstone Seminar: Classics,3.805,94.74,2.63,0.0,0.0,2.63,2.5,38,40,1,36,1,0,0,1
CLASSIC 20,CLASSIC,Discovering Romans,3.766,87.82,8.24,1.7,0.9,1.34,2.42,1117,1199,29,981,92,19,10,15
CLASSIC 30,CLASSIC,Classical Mythology,3.707,81.8,14.49,2.12,0.53,1.06,2.09,1132,1242,26,926,164,24,6,12
CLASSIC 42,CLASSIC,Cinema and Ancient World,3.692,78.47,19.44,1.39,0.0,0.69,0.65,144,153,1,113,28,2,0,1
CLASSIC 47,CLASSIC,"Medical Terminology: Origins, Nature, and Practice",3.964,98.75,0.47,0.31,0.0,0.47,0.6,642,662,4,634,3,2,0,3
CLASSIC 48,CLASSIC,Ancient Greek and Roman Medicine,3.853,92.15,5.76,1.31,0.26,0.52,0.77,382,389,3,352,22,5,1,2
CLASSIC 51A,CLASSIC,Art and Archaeology of Ancient Greece,3.762,82.18,16.67,0.89,0.0,0.27,0.6,1128,1170,7,927,188,10,0,3
CLASSIC 51B,CLASSIC,Art and Archaeology of Ancient Rome,3.776,85.27,12.07,1.57,0.16,0.94,1.18,638,678,8,544,77,10,1,6
CLASSIC 88GE,CLASSIC,General Education Seminar Sequences,3.683,82.03,11.72,3.12,1.56,1.56,2.8,128,143,4,105,15,4,2,2
CLASSIC M121,CLASSIC,Ancient and Medieval Political Theory,3.754,75.44,24.56,0.0,0.0,0.0,0.0,57,59,0,43,14,0,0,0
CLASSIC M125,CLASSIC,Invention of Democracy,3.571,75.71,18.57,1.43,0.0,4.29,4.05,70,74,3,53,13,1,0,3
CLASSIC M145A,CLASSIC,Ancient Greek and Roman Philosophy  ,3.768,89.36,8.51,0.0,2.13,0.0,2.08,47,48,1,42,4,0,1,0
CLASSIC M153K,CLASSIC,Classical Archaeology: Greco-Roman Painting,3.815,87.5,8.33,4.17,0.0,0.0,0.0,48,52,0,42,4,2,0,0
CLUSTER 10A,CLUSTER,"Data, Justice, and Society",3.869,91.38,8.33,0.29,0.0,0.0,0.0,1392,1400,0,1272,116,4,0,0
CLUSTER 10B,CLUSTER,"Data, Justice, and Society",3.866,91.25,8.12,0.0,0.31,0.31,0.62,1600,1600,10,1460,130,0,5,5
CLUSTER 10CW,CLUSTER,"Data, Justice, and Society: Special Topics",3.93,96.09,3.26,0.65,0.0,0.0,0.0,307,307,0,295,10,2,0,0
CLUSTER 20A,CLUSTER,Interracial Dynamics in American Culture and Society,3.937,96.6,2.72,0.4,0.0,0.28,0.28,1763,1764,5,1703,48,7,0,5
CLUSTER 20B,CLUSTER,Interracial Dynamics in American Culture and Society,3.93,95.2,3.75,0.76,0.0,0.29,0.29,1707,1708,5,1625,64,13,0,5
CLUSTER 20CW,CLUSTER,Interracial Dynamics in American Culture and Society: Special Topics,3.913,95.04,3.34,1.4,0.11,0.11,0.21,928,940,2,882,31,13,1,1
CLUSTER 27A,CLUSTER,Global Islam,3.868,92.17,5.22,1.74,0.0,0.87,0.85,115,117,1,106,6,2,0,1
CLUSTER 27B,CLUSTER,Global Islam,3.735,78.1,19.05,2.86,0.0,0.0,0.0,105,107,0,82,20,3,0,0
CLUSTER 27CW,CLUSTER,Global Islam: Special Topics,3.94,95.83,4.17,0.0,0.0,0.0,0.0,96,97,0,92,4,0,0,0
CLUSTER 2A,CLUSTER,Building Climates,3.859,93.42,5.92,0.66,0.0,0.0,0.0,304,304,0,284,18,2,0,0
CLUSTER 2B,CLUSTER,Building Climates,3.845,89.73,8.9,1.37,0.0,0.0,0.0,292,296,0,262,26,4,0,0
CLUSTER 2CW,CLUSTER,Building Climates: Special Topics,3.798,86.81,9.72,1.39,2.08,0.0,2.08,144,144,3,125,14,2,3,0
CLUSTER 48A,CLUSTER,"Political Violence in Modern World: Causes, Cases, and Consequences",3.877,90.59,8.87,0.27,0.27,0.0,0.33,1466,1498,5,1328,130,4,4,0
CLUSTER 48B,CLUSTER,"Political Violence in Modern World: Causes, Cases, and Consequences",3.835,88.76,9.65,1.59,0.0,0.0,0.0,1388,1411,0,1232,134,22,0,0
CLUSTER 48CW,CLUSTER,"Political Violence in Modern World: Causes, Cases, and Consequences--Special Topics",3.911,94.75,4.13,1.11,0.0,0.0,0.0,629,632,0,596,26,7,0,0
CLUSTER 60A,CLUSTER,"America in Sixties: Politics, Society, and Culture, 1954 to 1974",3.676,76.01,21.6,1.05,0.63,0.71,1.34,2380,2385,32,1809,514,25,15,17
CLUSTER 60B,CLUSTER,"America in Sixties: Politics, Society, and Culture, 1954 to 1974",3.754,83.04,15.61,0.72,0.27,0.36,0.62,2229,2247,14,1851,348,16,6,8
CLUSTER 60CW,CLUSTER,"America in Sixties: Politics, Society, and Culture, 1954 to 1974--Special Topics",3.852,90.49,8.47,0.58,0.23,0.23,0.46,862,866,4,780,73,5,2,2
CLUSTER 70A,CLUSTER,Evolution of Cosmos and Life,3.706,79.98,17.05,1.65,0.78,0.54,1.31,2428,2435,32,1942,414,40,19,13
CLUSTER 70B,CLUSTER,Evolution of Cosmos and Life,3.773,85.61,11.6,1.73,0.35,0.71,1.05,2544,2564,27,2178,295,44,9,18
CLUSTER 70CW,CLUSTER,Evolution of Cosmos and Life: Special Topics in Life and Physical Sciences,3.894,92.12,6.22,1.44,0.11,0.11,0.22,901,902,2,830,56,13,1,1
CLUSTER 73A,CLUSTER,"Mind over Matter: History, Science, and Philosophy of Brain",3.644,72.95,23.72,2.38,0.24,0.71,1.0,1682,1706,17,1227,399,40,4,12
CLUSTER 73B,CLUSTER,"Mind over Matter: History, Science, and Philosophy of Brain",3.773,83.65,13.93,2.02,0.0,0.39,0.39,1780,1802,7,1489,248,36,0,7
