course_id,subject_area,course_title,avg_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,dfw_rate,total_letter_grades,total_all_grades,total_dfw,total_A,total_B,total_C,total_D,total_F
POL SCI 200C,POL SCI,Causal Inference for Social Science,3.938,94.34,5.66,0.0,0.0,0.0,0.0,106,109,0,100,6,0,0,0
POL SCI 218,POL SCI,Selected Topics in Political Theory,4.0,100.0,0.0,0.0,0.0,0.0,0.0,49,52,0,49,0,0,0,0
POL SCI 240A,POL SCI,Seminar: Comparative Politics,3.821,88.24,11.76,0.0,0.0,0.0,0.0,34,34,0,30,4,0,0,0
POL SCI 240B,POL SCI,Seminar: Comparative Politics,3.86,95.24,4.76,0.0,0.0,0.0,0.0,42,42,0,40,2,0,0,0
POL SCI 292B,POL SCI,Introduction to Political Inquiry: Research Design,3.879,96.97,3.03,0.0,0.0,0.0,0.0,33,35,0,32,1,0,0,0
POL SCI 30,POL SCI,Politics and Strategy,3.597,70.17,24.89,3.01,0.4,1.53,2.16,1760,1802,39,1235,438,53,7,27
POL SCI 40,POL SCI,Introduction to American Politics,3.48,63.61,26.3,8.05,1.19,0.85,2.28,2932,3076,70,1865,771,236,35,25
POL SCI 50,POL SCI,Introduction to Comparative Politics  ,2.999,41.98,32.65,16.72,3.07,5.57,8.95,879,916,82,369,287,147,27,49
POL SCI 6,POL SCI,Introduction to Data Analysis,3.131,56.2,21.23,11.53,4.17,6.87,11.62,815,852,99,458,173,94,34,56
POL SCI 60,POL SCI,Ethics and Governance,3.76,82.93,13.24,2.79,0.0,1.05,1.64,287,304,5,238,38,8,0,3
POL SCI M111A,POL SCI,Ancient and Medieval Political Theory,3.706,75.76,23.23,0.0,0.0,1.01,1.0,99,100,1,75,23,0,0,1
POL SCI M112B,POL SCI,Invention of Democracy,3.568,68.33,28.33,2.5,0.0,0.83,0.81,120,123,1,82,34,3,0,1
POL SCI M141A,POL SCI,Electoral Politics: Political Psychology,3.636,76.33,17.15,4.55,0.46,1.52,2.08,659,672,14,503,113,30,3,10
POL SCI M152,POL SCI,Political Economy of Climate Change,3.437,56.28,34.73,6.2,2.33,0.47,2.76,645,651,18,363,224,40,15,3
POL SCI M167C,POL SCI,Political Economy of Development,3.596,73.71,18.94,5.18,1.09,1.09,2.16,734,740,16,541,139,38,8,8
POL SCI M181B,POL SCI,U.S. Latino Politics,3.465,59.51,33.38,5.41,0.62,1.08,1.63,647,674,11,385,216,35,4,7
POL SCI M183,POL SCI,Experiments in Racial and Ethnic Politics,3.83,89.14,7.12,3.0,0.37,0.37,0.75,267,268,2,238,19,8,1,1
POL SCI M194DC,POL SCI,"Quarter in Washington, DC, Research Seminar",3.818,87.3,11.89,0.41,0.41,0.0,0.41,244,246,1,213,29,1,1,0
PORTGSE 1,PORTGSE,Elementary Portuguese,3.513,73.12,16.13,8.6,0.0,2.15,1.96,93,102,2,68,15,8,0,2
PORTGSE 11B,PORTGSE,Intensive Portuguese,3.427,63.64,24.24,9.09,0.0,3.03,2.78,33,36,1,21,8,3,0,1
PORTGSE 2,PORTGSE,Elementary Portuguese,3.684,84.0,10.67,4.0,0.0,1.33,2.3,75,87,2,63,8,3,0,1
PORTGSE 3,PORTGSE,Intermediate Portuguese,3.772,88.89,6.17,3.7,1.23,0.0,2.25,81,89,2,72,5,3,1,0
PORTGSE 46,PORTGSE,Brazil and Portuguese-Speaking World,3.933,95.79,3.74,0.0,0.47,0.0,1.35,214,222,3,205,8,0,1,0
PORTGSE M35,PORTGSE,"Spanish, Portuguese, and Nature of Language  ",3.473,67.94,22.49,5.74,1.91,1.91,4.78,209,230,11,142,47,12,4,4
PSYCH 10,PSYCH,Introductory Psychology  ,3.365,58.52,27.58,9.91,2.45,1.54,4.16,6700,6898,287,3921,1848,664,164,103
PSYCH 100A,PSYCH,Psychological Statistics,3.718,78.12,17.04,3.73,0.78,0.32,1.12,5897,5917,66,4607,1005,220,46,19
PSYCH 100B,PSYCH,Research Methods in Psychology,3.517,65.18,25.2,8.33,0.77,0.53,1.33,6005,6037,80,3914,1513,500,46,32
PSYCH 101,PSYCH,General Psychology Laboratory,2.968,28.26,45.65,24.53,0.0,1.55,1.83,644,656,12,182,294,158,0,10
PSYCH 110,PSYCH,Fundamentals of Learning  ,3.44,61.86,25.65,9.5,2.01,0.98,3.4,3980,4026,137,2462,1021,378,80,39
PSYCH 112A,PSYCH,Basic Processes of Motivated Behavior,3.657,79.55,13.64,4.55,2.27,0.0,2.17,44,46,1,35,6,2,1,0
PSYCH 112B,PSYCH,Psychobiology of Fear and Anxiety  ,3.556,67.13,24.94,6.06,1.63,0.23,2.47,429,445,11,288,107,26,7,1
PSYCH 112D,PSYCH,Animal Cognition,3.995,100.0,0.0,0.0,0.0,0.0,0.0,58,58,0,58,0,0,0,0
PSYCH 112E,PSYCH,Decision Making and Brain,3.953,95.59,3.68,0.74,0.0,0.0,0.0,136,137,0,130,5,1,0,0
PSYCH 115,PSYCH,Principles of Behavioral Neuroscience,3.374,57.29,28.46,11.89,1.46,0.9,2.85,3348,3401,97,1918,953,398,49,30
PSYCH 116A,PSYCH,Behavioral Neuroscience Laboratory,3.282,51.13,32.16,12.78,2.89,1.03,4.08,485,490,20,248,156,62,14,5
PSYCH 116B,PSYCH,Human Neuropsychology Laboratory,3.379,51.81,37.05,9.33,1.81,0.0,1.8,386,389,7,200,143,36,7,0
PSYCH 118,PSYCH,Comparative Psychobiology  ,3.45,58.34,32.4,7.74,1.44,0.08,1.74,1253,1268,22,731,406,97,18,1
PSYCH 119A,PSYCH,Neuropsychopharmacology of Emotion and Cognition,3.68,82.46,14.04,1.17,0.58,1.75,2.33,171,172,4,141,24,2,1,3
PSYCH 119B,PSYCH,How Brains Learn to Construct Models of Environment,3.841,84.87,12.61,2.52,0.0,0.0,0.0,119,120,0,101,15,3,0,0
PSYCH 119C,PSYCH,Cognitive Neuroscience,3.518,53.85,46.15,0.0,0.0,0.0,0.0,104,105,0,56,48,0,0,0
PSYCH 119D,PSYCH,Learning in Biological and Artificial Neural Networks,3.74,80.0,14.55,5.45,0.0,0.0,0.0,55,57,0,44,8,3,0,0
PSYCH 119E,PSYCH,Neurobiology of Fear,3.185,55.0,22.5,12.5,7.5,2.5,9.52,40,42,4,22,9,5,3,1
PSYCH 119I,PSYCH,Integration of Face and Brain,3.782,82.5,15.0,1.88,0.0,0.62,0.62,160,160,1,132,24,3,0,1
PSYCH 119J,PSYCH,Brain Bugs: Understanding Brain through Its Flaws,3.609,66.46,30.49,3.05,0.0,0.0,0.6,164,166,1,109,50,5,0,0
PSYCH 119V,PSYCH,Brain and Art,3.538,58.72,34.3,6.4,0.58,0.0,1.14,172,175,2,101,59,11,1,0
PSYCH 119Y,PSYCH,Psychobiology of Sexual Behavior,3.712,78.09,17.96,3.35,0.43,0.17,0.6,1164,1173,7,909,209,39,5,2
PSYCH 120A,PSYCH,Cognitive Psychology  ,3.652,75.41,17.72,5.38,1.0,0.49,1.57,4295,4329,68,3239,761,231,43,21
PSYCH 120B,PSYCH,Sensation and Perception,3.601,72.56,20.95,4.29,1.03,1.16,2.25,2329,2358,53,1690,488,100,24,27
PSYCH 121,PSYCH,Laboratory in Cognitive Psychology  ,3.72,78.12,18.95,2.32,0.12,0.49,0.61,818,821,5,639,155,19,1,4
PSYCH 124A,PSYCH,Language as Cognitive Science,3.55,63.16,27.37,7.37,0.0,2.11,2.02,190,198,4,120,52,14,0,4
PSYCH 124B,PSYCH,Fundamentals of User Experience,3.862,88.44,11.35,0.21,0.0,0.0,0.0,467,476,0,413,53,1,0,0
PSYCH 124C,PSYCH,Human Memory,3.781,81.47,17.25,0.64,0.32,0.32,0.63,313,315,2,255,54,2,1,1
PSYCH 124D,PSYCH,Consciousness: Current Debates,3.703,80.23,15.12,4.65,0.0,0.0,0.0,86,87,0,69,13,4,0,0
PSYCH 124E,PSYCH,Decision Psychology and Neuroscience,3.505,66.09,22.61,7.83,3.48,0.0,4.92,115,122,6,76,26,9,4,0
PSYCH 124F,PSYCH,Thinking,3.016,28.75,50.0,20.0,0.0,1.25,1.2,80,83,1,23,40,16,0,1
PSYCH 124G,PSYCH,Cognition and Successful Aging,3.981,98.13,1.87,0.0,0.0,0.0,0.0,427,432,0,419,8,0,0,0
PSYCH 124J,PSYCH,"Perception, Learning, and Learning Technology",3.581,74.43,20.45,2.84,0.0,2.27,2.22,176,180,4,131,36,5,0,4
PSYCH 124K,PSYCH,"Ethical, Legal, and Societal Implications of Cognitive Neuroscience",3.91,95.24,4.76,0.0,0.0,0.0,0.0,63,64,0,60,3,0,0,0
PSYCH 124L,PSYCH,Rationality and Altruism,3.969,97.85,2.15,0.0,0.0,0.0,0.0,93,93,0,91,2,0,0,0
PSYCH 126,PSYCH,Clinical Psychology Laboratory,3.606,72.34,21.28,4.68,0.43,1.28,2.53,235,237,6,170,50,11,1,3
PSYCH 127A,PSYCH,Abnormal Psychology,3.359,56.34,30.34,10.25,1.91,1.16,3.07,1727,1761,54,973,524,177,33,20
PSYCH 127B,PSYCH,Abnormal Psychology: Biological Bases,3.524,67.64,22.65,7.22,1.66,0.83,2.83,1329,1343,38,899,301,96,22,11
PSYCH 127C,PSYCH,Clinical Psychological Science: Developmental Perspectives,3.614,75.53,16.97,5.0,1.45,1.05,2.61,760,767,20,574,129,38,11,8
PSYCH 129C,PSYCH,Culture and Mental Health,3.584,65.91,30.68,3.41,0.0,0.0,0.0,88,91,0,58,27,3,0,0
PSYCH 130,PSYCH,Developmental Psychology  ,3.704,78.32,16.97,3.73,0.5,0.47,1.01,3806,3863,39,2981,646,142,19,18
PSYCH 131,PSYCH,Research in Developmental Psychology,3.949,96.56,3.44,0.0,0.0,0.0,0.0,320,320,0,309,11,0,0,0
PSYCH 132A,PSYCH,"Learning Problems, Schooling Problems: Policy and Practice",3.404,52.49,43.23,2.85,0.48,0.95,1.62,421,431,7,221,182,12,2,4
PSYCH 132B,PSYCH,Mental Health in Schools: Policy and Practice,3.913,94.29,5.71,0.0,0.0,0.0,0.0,70,71,0,66,4,0,0,0
PSYCH 133A,PSYCH,Adolescent Development  ,3.265,48.36,36.19,11.23,2.81,1.4,4.75,641,653,31,310,232,72,18,9
PSYCH 133B,PSYCH,Cognitive Development,3.825,87.11,11.22,1.22,0.22,0.22,0.44,900,901,4,784,101,11,2,2
PSYCH 133C,PSYCH,Language Development,3.627,73.97,21.48,3.15,0.33,1.08,1.61,922,931,15,682,198,29,3,10
PSYCH 133D,PSYCH,Social and Personality Development,3.917,94.0,5.44,0.33,0.0,0.22,0.22,900,908,2,846,49,3,0,2
PSYCH 133E,PSYCH,Perceptual Development,3.811,85.34,12.61,1.19,0.32,0.54,1.18,928,935,11,792,117,11,3,5
PSYCH 133F,PSYCH,Psychology and Education,3.6,70.5,22.19,5.92,0.74,0.66,1.55,1217,1224,19,858,270,72,9,8
PSYCH 133G,PSYCH,Culture and Human Development,3.89,94.0,3.91,1.0,0.27,0.82,1.35,1100,1110,15,1034,43,11,3,9
PSYCH 134A,PSYCH,Applied Developmental Psychology: Infant/Toddler Care and Education,3.855,87.65,12.35,0.0,0.0,0.0,0.0,170,173,0,149,21,0,0,0
PSYCH 134B,PSYCH,Applied Developmental Psychology: Preschool/School-Age Care and Education,3.973,99.33,0.67,0.0,0.0,0.0,0.0,150,150,0,149,1,0,0,0
PSYCH 134J,PSYCH,Dynamic Perspectives on Parenting,3.769,82.98,15.02,1.29,0.35,0.35,0.69,852,870,6,707,128,11,3,3
PSYCH 134K,PSYCH,Effects of Early Adversity and Trauma,3.76,81.38,16.59,1.55,0.24,0.24,0.58,838,868,5,682,139,13,2,2
PSYCH 135,PSYCH,Social Psychology  ,3.59,71.14,21.21,6.18,1.04,0.43,1.55,3753,3805,59,2670,796,232,39,16
PSYCH 136A,PSYCH,Social Psychology Laboratory  ,3.606,68.54,26.97,3.93,0.0,0.56,0.56,356,357,2,244,96,14,0,2
PSYCH 136B,PSYCH,Nonexperimental Methods in Social Psychology,3.699,76.03,23.97,0.0,0.0,0.0,0.0,146,148,0,111,35,0,0,0
PSYCH 137A,PSYCH,Neuroscience of Social Perception,3.624,71.5,22.18,5.97,0.34,0.0,0.51,586,592,3,419,130,35,2,0
PSYCH 137C,PSYCH,Intimate Relationships,3.309,54.78,29.43,11.52,2.72,1.56,4.85,1988,2124,103,1089,585,229,54,31
PSYCH 137D,PSYCH,Psychology of Diversity,3.862,87.84,12.16,0.0,0.0,0.0,0.0,74,75,0,65,9,0,0,0
PSYCH 137F,PSYCH,Introduction to Cultural Psychology,3.665,73.15,23.61,2.78,0.46,0.0,0.45,216,221,1,158,51,6,1,0
PSYCH 137G,PSYCH,Social Cognitive Neuroscience,3.767,80.28,17.84,1.88,0.0,0.0,0.0,213,214,0,171,38,4,0,0
PSYCH 137I,PSYCH,Social Influence,3.184,48.94,29.21,16.44,4.45,0.97,5.86,517,529,31,253,151,85,23,5
PSYCH 137J,PSYCH,Self and Identity,3.644,72.86,24.29,2.86,0.0,0.0,0.0,70,76,0,51,17,2,0,0
PSYCH 137K,PSYCH,Psychology of Emotion,3.547,66.31,26.26,6.1,0.8,0.53,1.31,377,382,5,250,99,23,3,2
PSYCH 137N,PSYCH,Conscious Experience: Social Cognitive Neuroscience Approach,3.467,63.14,26.03,8.25,2.06,0.52,2.73,388,403,11,245,101,32,8,2
PSYCH 15,PSYCH,Introductory Psychobiology  ,2.981,37.21,29.24,28.24,2.66,2.66,7.02,301,342,24,112,88,85,8,8
PSYCH 150,PSYCH,Introduction to Health Psychology  ,3.757,82.62,13.87,2.67,0.66,0.18,0.84,2739,2754,23,2263,380,73,18,5
PSYCH 151,PSYCH,Research Methods in Health Psychology,3.827,89.17,8.82,1.51,0.0,0.5,0.5,397,399,2,354,35,6,0,2
PSYCH 152,PSYCH,Mind-Body Interactions and Health,3.674,72.86,25.0,1.43,0.71,0.0,0.71,280,280,2,204,70,4,2,0
PSYCH 155B,PSYCH,Psychology and Neuroscience of Emotion,3.625,73.52,19.63,6.39,0.46,0.0,0.89,219,225,2,161,43,14,1,0
PSYCH 162,PSYCH,Psychology of Addiction,3.941,96.16,3.18,0.55,0.11,0.0,0.22,912,916,2,877,29,5,1,0
PSYCH 167,PSYCH,Digital Media and Human Development,3.853,90.25,7.8,1.39,0.0,0.56,0.55,359,362,2,324,28,5,0,2
PSYCH 186A,PSYCH,Cognitive Science Laboratory: Introduction to Theory and Simulation,3.643,79.75,11.39,6.33,0.0,2.53,2.47,79,81,2,63,9,5,0,2
PSYCH 186B,PSYCH,Cognitive Science Laboratory: Neural Networks  ,3.138,42.65,39.71,11.76,1.47,4.41,7.04,68,71,5,29,27,8,1,3
PSYCH 186C,PSYCH,Cognitive Science Laboratory: Psychophysical Theories and Methods,3.094,32.1,53.09,11.11,2.47,1.23,3.7,81,81,3,26,43,9,2,1
PSYCH 186D,PSYCH,Laboratory in Functional Neuroimaging,3.858,90.55,7.87,0.79,0.79,0.0,0.79,127,127,1,115,10,1,1,0
PSYCH 188A,PSYCH,Special Seminars: Psychology,3.542,62.22,35.56,0.0,0.0,2.22,2.22,45,45,1,28,16,0,0,1
PSYCH 188B,PSYCH,Special Courses in Psychology,3.818,85.42,14.39,0.0,0.18,0.0,0.18,542,553,1,463,78,0,1,0
PSYCH 189,PSYCH,Advanced Honors Seminars,3.942,97.53,2.06,0.0,0.0,0.41,0.41,486,493,2,474,10,0,0,2
PSYCH 191AH,PSYCH,Departmental Honors Research Seminars,4.0,100.0,0.0,0.0,0.0,0.0,0.0,114,114,0,114,0,0,0,0
PSYCH 191BH,PSYCH,Departmental Honors Research Seminars,3.997,100.0,0.0,0.0,0.0,0.0,0.0,111,111,0,111,0,0,0,0
PSYCH 191CH,PSYCH,Departmental Honors Research Seminars,3.993,99.06,0.94,0.0,0.0,0.0,0.0,106,111,0,105,1,0,0,0
PSYCH 20A,PSYCH,MATLAB Programming for Behavioral Sciences,3.804,85.51,10.97,2.95,0.28,0.28,0.56,711,717,4,608,78,21,2,2
PSYCH 20B,PSYCH,Advanced Topics in MATLAB Programming for Behavioral Sciences,3.75,79.81,16.43,3.52,0.0,0.23,0.47,426,430,2,340,70,15,0,1
PSYCH 215B,PSYCH,Human Physiology in Social and Behavioral Science,3.891,97.06,2.94,0.0,0.0,0.0,0.0,34,34,0,33,1,0,0,0
PSYCH 220A,PSYCH,Social Psychology,3.797,85.71,14.29,0.0,0.0,0.0,0.0,35,37,0,30,5,0,0,0
PSYCH 239,PSYCH,"Qualitative and Mixed Methods in Psychology, Education, and Social Sciences",3.902,95.0,2.5,2.5,0.0,0.0,0.0,40,49,0,38,1,1,0,0
PSYCH 246,PSYCH,Emotion across Lifespan,3.963,97.14,2.86,0.0,0.0,0.0,0.0,35,35,0,34,1,0,0,0
PSYCH 250A,PSYCH,Advanced Psychological Statistics,3.802,80.42,19.58,0.0,0.0,0.0,0.0,143,143,0,115,28,0,0,0
PSYCH 250B,PSYCH,Advanced Psychological Statistics  ,3.879,87.86,12.14,0.0,0.0,0.0,0.0,140,140,0,123,17,0,0,0
PSYCH 250C,PSYCH,Advanced Psychological Statistics,3.913,95.2,4.0,0.8,0.0,0.0,0.0,125,126,0,119,5,1,0,0
PSYCH 254B,PSYCH,"Mediation, Moderation, and Conditional Process Analysis",3.905,93.1,6.9,0.0,0.0,0.0,0.0,58,61,0,54,4,0,0,0
PSYCH 256A,PSYCH,Introduction to Multilevel Modeling,3.922,92.86,7.14,0.0,0.0,0.0,0.0,98,104,0,91,7,0,0,0
PSYCH 258,PSYCH,Special Problems in Psychological Statistics,3.993,100.0,0.0,0.0,0.0,0.0,0.0,43,47,0,43,0,0,0,0
PSYCH 264,PSYCH,Thinking,4.0,100.0,0.0,0.0,0.0,0.0,0.0,32,32,0,32,0,0,0,0
PSYCH 265,PSYCH,Computational Methods for Neuroimaging,3.924,96.77,3.23,0.0,0.0,0.0,0.0,62,65,0,60,2,0,0,0
PSYCH 273A,PSYCH,Professional and Ethical Issues in Clinical Psychology,3.99,100.0,0.0,0.0,0.0,0.0,0.0,31,35,0,31,0,0,0,0
PSYCH 273B,PSYCH,Professional and Ethical Issues in Clinical Psychology,3.982,100.0,0.0,0.0,0.0,0.0,0.0,33,33,0,33,0,0,0,0
PSYCH 273C,PSYCH,Professional and Ethical Issues in Clinical Psychology,4.0,100.0,0.0,0.0,0.0,0.0,0.0,33,33,0,33,0,0,0,0
PSYCH 291,PSYCH,Trauma and Health,3.906,94.12,5.88,0.0,0.0,0.0,0.0,34,34,0,32,2,0,0,0
PSYCH 30,PSYCH,Web Programming for Psychology,3.495,72.09,18.6,4.65,2.33,2.33,6.25,43,48,3,31,8,2,1,1
PSYCH 401,PSYCH,Fieldwork in Clinical Psychology,3.987,99.59,0.41,0.0,0.0,0.0,0.0,487,487,0,485,2,0,0,0
PSYCH 85,PSYCH,Introduction to Cognitive Science  ,3.493,63.57,26.04,7.94,1.4,1.05,2.75,1713,1748,48,1089,446,136,24,18
PSYCH 98TW,PSYCH,Learning from Others: From Socrates to Misinformation Age,4.0,100.0,0.0,0.0,0.0,0.0,0.0,35,35,0,35,0,0,0,0
PSYCH M107,PSYCH,Asian American Personality and Mental Health,3.459,65.35,21.78,9.9,2.97,0.0,2.78,101,108,3,66,22,10,3,0
PSYCH M116A,PSYCH,Behavioral Neuroscience Laboratory,3.074,41.73,34.72,14.77,8.06,0.71,8.82,2667,2698,238,1113,926,394,215,19
PSYCH M117A,PSYCH,Neuroscience: From Molecules to Mind--Cellular and Systems Neuroscience,3.073,36.29,37.1,25.0,0.81,0.81,1.61,124,124,2,45,46,31,1,1
PSYCH M119L,PSYCH,Human Neuropsychology,3.697,73.04,23.48,2.61,0.0,0.87,0.86,115,116,1,84,27,3,0,1
PSYCH M136C,PSYCH,Experiments in Racial and Ethnic Politics,3.841,89.79,6.38,3.4,0.0,0.43,0.42,235,237,1,211,15,8,0,1
PSYCH M138,PSYCH,Electoral Politics: Political Psychology,3.806,84.46,10.88,4.66,0.0,0.0,0.0,193,197,0,163,21,9,0,0
PSYCH M166,PSYCH,Neurobiology of Bias and Discrimination,3.777,83.33,14.1,2.56,0.0,0.0,0.0,78,78,0,65,11,2,0,0
PSYCH M174,PSYCH,Health Disparities,3.054,42.35,30.59,21.18,1.18,4.71,5.62,85,89,5,36,26,18,1,4
PSYCH M257,PSYCH,Multivariate Analysis with Latent Variables,3.832,91.49,6.38,0.0,0.0,2.13,1.64,47,61,1,43,3,0,0,1
PSYCTRY 173,PSYCTRY,"Mental Health: Bias, Inequities, and Racism",3.922,97.22,2.78,0.0,0.0,0.0,0.0,36,39,0,35,1,0,0,0
PSYCTRY 174,PSYCTRY,Brain and Behavioral Health: Childhood and Adolescence,3.997,100.0,0.0,0.0,0.0,0.0,0.0,94,94,0,94,0,0,0,0
PSYCTRY 175,PSYCTRY,Mindfulness Practice and Theory,3.934,97.43,0.74,0.74,0.0,1.1,1.41,272,283,4,265,2,2,0,3
PSYCTRY 176,PSYCTRY,Brain and Behavioral Health: Adulthood and Aging,3.971,98.97,1.03,0.0,0.0,0.0,0.0,97,97,0,96,1,0,0,0
PSYCTRY 178,PSYCTRY,Cannabis and Cannabinoids: From Pharmacology to Public Policy,3.624,67.3,32.15,0.54,0.0,0.0,0.0,367,390,0,247,118,2,0,0
PSYCTRY 180,PSYCTRY,Neuropsychopharmacology,3.417,59.52,28.57,9.52,2.38,0.0,2.27,84,88,2,50,24,8,2,0
PSYCTRY 79,PSYCTRY,Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being,3.841,89.29,8.99,1.11,0.12,0.49,0.6,1624,1679,10,1450,146,18,2,8
PSYCTRY M182,PSYCTRY,Personal Brain Management,3.494,61.29,35.48,3.23,0.0,0.0,0.0,31,35,0,19,11,1,0,0
PUB AFF 10,PUB AFF,Social Problems and Social Change,3.768,83.28,13.25,2.87,0.37,0.22,0.59,1358,1365,8,1131,180,39,5,3
PUB AFF 110,PUB AFF,Urban Revolution: Space and Society in Global Context,3.731,83.11,13.82,1.73,0.19,1.15,1.31,521,534,7,433,72,9,1,6
PUB AFF 111,PUB AFF,Microeconomics: Market Failures and Inequality,3.625,77.11,16.87,4.82,0.0,1.2,1.18,83,85,1,64,14,4,0,1
PUB AFF 112,PUB AFF,Social Movements,3.834,90.84,6.18,0.8,0.4,1.79,2.13,502,517,11,456,31,4,2,9
PUB AFF 113,PUB AFF,Policy Analysis: Approaches to Addressing Social Problems,3.883,93.45,4.76,0.6,1.19,0.0,1.75,168,171,3,157,8,1,2,0
PUB AFF 114,PUB AFF,"People, Organizations, and Systems",3.886,91.22,7.23,0.95,0.43,0.17,0.6,1162,1175,7,1060,84,11,5,2
PUB AFF 115,PUB AFF,Using Quantitative Methods to Understand Social Problems and their Potential Solutions,3.599,74.26,17.88,4.72,2.95,0.2,3.67,509,518,19,378,91,24,15,1
PUB AFF 116,PUB AFF,Using Qualitative Methods to Understand Social Problems and Their Potential Solutions,3.866,91.34,7.14,1.02,0.0,0.51,0.5,981,994,5,896,70,10,0,5
PUB AFF 121,PUB AFF,"Race, Class, Gender, and Spatial Inequality",3.776,79.59,18.37,2.04,0.0,0.0,0.0,49,51,0,39,9,1,0,0
PUB AFF 123,PUB AFF,History and Public Policy,3.838,91.89,5.41,0.0,0.0,2.7,2.7,37,37,1,34,2,0,0,1
PUB AFF 128,PUB AFF,Practical Applications of Research on Emerging Adults,3.94,96.97,2.65,0.38,0.0,0.0,0.0,264,264,0,256,7,1,0,0
PUB AFF 134,PUB AFF,Politics of U.S. Health Policy,3.678,75.0,22.18,2.42,0.4,0.0,0.77,248,260,2,186,55,6,1,0
PUB AFF 135,PUB AFF,Firearm Violence Prevention Policy,3.801,88.0,10.67,0.0,1.33,0.0,1.33,75,75,1,66,8,0,1,0
PUB AFF 136,PUB AFF,Cannabis Policy and Society,3.64,80.0,16.67,0.0,0.0,3.33,3.12,30,32,1,24,5,0,0,1
PUB AFF 137,PUB AFF,"Gangs, Criminal Justice, and Mass Incarceration",3.873,90.3,6.67,3.03,0.0,0.0,0.0,165,180,0,149,11,5,0,0
PUB AFF 140,PUB AFF,"Race, Rights, and Citizenship: Encounters with Bureaucracies",3.853,89.47,7.89,2.63,0.0,0.0,0.0,38,38,0,34,3,1,0,0
PUB AFF 145,PUB AFF,California Policy Issues,3.698,75.41,22.95,1.64,0.0,0.0,1.59,61,63,1,46,14,1,0,0
PUB AFF 148,PUB AFF,U.S. Housing Policy and Geography of Opportunity,3.859,93.1,3.45,3.45,0.0,0.0,0.0,87,87,0,81,3,3,0,0
PUB AFF 149,PUB AFF,International Housing Policy,3.623,65.12,34.88,0.0,0.0,0.0,0.0,43,46,0,28,15,0,0,0
PUB AFF 154,PUB AFF,Green Transportation,3.564,69.23,28.21,0.0,2.56,0.0,2.44,39,41,1,27,11,0,1,0
PUB AFF 155,PUB AFF,Economics and Equity in Transportation Systems and Policies,3.782,84.85,12.12,3.03,0.0,0.0,0.0,33,33,0,28,4,1,0,0
PUB AFF 162,PUB AFF,U.S. Environmental Politics,3.718,80.43,17.39,1.09,0.0,1.09,1.06,92,94,1,74,16,1,0,1
PUB AFF 170,PUB AFF,"Civil Society, Nonprofit Organizations, and Philanthropy: Comparative Perspectives",3.654,80.18,15.32,1.8,0.0,2.7,2.63,111,114,3,89,17,2,0,3
PUB AFF 172,PUB AFF,Development and Its Governance,3.47,62.26,33.96,0.0,0.0,3.77,3.64,53,55,2,33,18,0,0,2
PUB AFF 174,PUB AFF,"Cultural Policy and Cultural Diplomacy: Soft Power, Creative Economy, Innovation, and Arts",3.716,81.61,17.24,0.0,0.0,1.15,1.15,87,87,1,71,15,0,0,1
PUB AFF 180,PUB AFF,"Lawyers, Law, and Public Affairs",3.896,91.76,7.97,0.27,0.0,0.0,0.0,364,368,0,334,29,1,0,0
PUB AFF 187A,PUB AFF,Experiential Learning Capstone,3.883,93.75,5.21,1.04,0.0,0.0,0.0,96,98,0,90,5,1,0,0
PUB AFF 187AX,PUB AFF,Experiential Learning Capstone,3.856,91.23,6.17,1.3,0.0,1.3,1.29,308,309,4,281,19,4,0,4
PUB AFF 187B,PUB AFF,Experiential Learning Capstone,3.872,91.35,4.81,3.85,0.0,0.0,0.0,104,106,0,95,5,4,0,0
PUB AFF 187BX,PUB AFF,Experiential Learning Capstone,3.885,92.13,6.74,0.56,0.0,0.56,0.56,356,356,2,328,24,2,0,2
PUB AFF 187C,PUB AFF,Experiential Learning Capstone,3.876,91.84,5.1,3.06,0.0,0.0,0.0,98,101,0,90,5,3,0,0
PUB AFF 187CX,PUB AFF,Experiential Learning Capstone,3.872,91.4,6.59,1.15,0.57,0.29,0.85,349,353,3,319,23,4,2,1
PUB AFF 191A,PUB AFF,Variable Topics Seminar: Public Affairs,3.851,87.16,11.93,0.92,0.0,0.0,0.0,109,112,0,95,13,1,0,0
PUB AFF 195CE,PUB AFF,Community or Corporate Internships in Public Affairs,3.942,94.23,5.77,0.0,0.0,0.0,0.0,52,56,0,49,3,0,0,0
PUB AFF 20,PUB AFF,"Power, Politics, and Policy Change",3.673,76.12,19.03,4.5,0.0,0.35,0.34,289,292,1,220,55,13,0,1
PUB AFF 30,PUB AFF,"Comparative Analysis of Wealth, Policy, and Power",3.647,73.39,22.2,3.56,0.34,0.51,0.83,590,602,5,433,131,21,2,3
PUB AFF 40,PUB AFF,Microeconomics for Public Affairs,3.411,61.38,25.37,10.82,2.05,0.37,2.56,536,547,14,329,136,58,11,2
PUB AFF 50,PUB AFF,Foundations and Debates in Public Thought,3.578,69.96,23.82,4.29,1.07,0.86,1.9,466,473,9,326,111,20,5,4
